tweet_id,text
737374,"@SpotifyCares Hello, guys
It is 8.4.22.857 armV7 

I hope I can help you https://t.co/czkXpxGXEb"
2495604,@SpotifyCares I am also unable to login through my television to play music throughout my home. Please advise.
1444689,"@SpotifyCares Software version 8.4.20.535 I am pretty sure it has never worked properly, but I may have gotten more mixes lately. They just don’t refresh."
2307198,@117153 hi I should have spotify premium for a year with my Vodafone I got with my upgrade. Trying to sort this out but seems to just keeps offering me a free trial or to upgrade when I should already have it??? Thanks michaela x
715289,@SpotifyCares Sent a DM
1093431,"@SpotifyCares I can’t say it wasn’t in tune. :-) But generally, it’s always good stuff I’ve never heard or interesting covers. It wasnt a complaint at all"
2471096,"Why is Spotify's default mode for playing playlists on the iOS app ""Shuffle"" (there's a giant green button)? I don't like hearing my Operas in random order!"
2939722,@SpotifyCares Thanks in advance for your time! :-)
1423844,"@SpotifyCares nope, didn't work"
563518,@SpotifyCares hi my premium account was stolen and had the email changed without my permission and I would really appreciate some help with this
2447644,@115888 when is the update for the iPhone X coming? 😔
1943530,@SpotifyCares someone else's account is listed as the artist of my music...please help me fix this issue! Thanks.
2913842,@SpotifyCares hey there i cant use search it does not work can you help? Im on ios 11.1.2 iphone 7plus and latest spotify
877443,"@SpotifyCares Nope, just stops my song, connects to webplayer and plays some random stuff. Despacito was the latest one ahaha"
1334571,@SpotifyCares I'm quite tired to use the long way to share the song. Before this i can use the simple way where i can share direct and w/o share via link
634022,@SpotifyCares This should just be one song. It contains multiple songs on spotify. https://t.co/jiYHnk02qr
2528335,"Accidentally signed up for spotify student premium on my friends account, got charged, cancelled, and now I can't get it myself @SpotifyCares"
2312907,@SpotifyCares Appreciate it.
80943,IS MISS YOU ALREADY AVAILABLE ON SPOTIFY??
1147127,@SpotifyCares Hi I have the Spotify Family Plan. Is there any future plans to allow to invite more family members.
476531,@SpotifyCares Really? It opens pretty easily for me. Try this one  https://t.co/B2ttM0mYQv  and look for Spotify Music. Your app has 4 trackers in it. It's not acceptable!
2153144,@SpotifyCares What about Albums the same happens in a Album as well?
496132,@SpotifyCares Done
2289630,a petition to bring jay z's albums back on spotify that would be nice good stuff right there 👍 @115888 @3243 @SpotifyCares
466829,"@115888 So when are you finally getting the whole #KingCrimson  catalog, please?"
38969,"@SpotifyCares https://t.co/s5wVyP2vKf labeled as Breezeblocks but is actually Fitzpleasure https://t.co/gpvecBA8UJ
Thanks so much!"
2674463,@115888 is #reputation gonna be available soon? :(
438414,@SpotifyCares Thank you🤗
832538,"@SpotifyCares Drain Sth's song ""Crack the Liar's Smile"" is named ""Crack the War's Smile"" incorrectly.
 Just FYI."
831871,@SpotifyCares Thank you! Appreciate the reply #IsThatForMe
1884094,@SpotifyCares i paid for a premium family plan it doesn't work in my app but it works in my husbands.i tried w the TS but is not working.
494237,@115888 why is it that when I click to watch the ad to get 30 minutes of ad-free music do I only get 18 and a half? Your ads tell me that I will get 30 minutes. If thats not the case then advertise for 18 and a half minutes of ad-free music instead of 30
1118832,"@SpotifyCares , Why is it that my account was charged 9.99 , but I no longer have premium. (I have bank statements to prove)"
497748,Hey @115888 where is my top 100 songs of 2017 playlist???
207223,@115888 I've noticed you can pay premium as a one off yearly payment can you do the same with the family one if so what's the cost?
2595648,@SpotifyCares hello. I have a $10 charge on my card even though I have an active student account which is $5 a month. Why?
86406,@SpotifyCares I have to restart the app 4 times every time to get past these loading screens. Really frustrating loading times. Don't think I'm getting a premium product for premium pengar https://t.co/msMlh4LBCb
1271333,@115888 why @16832 ain't too long mixtape not playing ; y'all hoes betta fix dis shit
1081102,"My @115888 created a ""Time Capsule"" playlist for me and I am pissed I couldn't think of such perfect playlist myself.. lol #wokeUpwithMusic"
1222136,@SpotifyCares Album that should be on separate page: https://t.co/vaz3lL8gyE
653089,@SpotifyCares why do the new type of ad's always skip like 5 songs when listening to a playlist?
2508323,"@SpotifyCares I belong to premium for family, but my phone reset all the apps,I can't access to my premium acct I can't listen what I want plus I have to listen the ads.I got the invitation from My brother but when I sign in takes me to the same account. What can I do?"
1991925,"@SpotifyCares I’m logged in the app but can’t remember the email, username or password to my account??"
1520699,It's playing He Like That but it says this. @SpotifyCares fix it. Why does your Teen Party Play List say this when I play 5h? https://t.co/cACVVMkBDn
2460883,Um?? What is this and why can’t i find tickets anywhere??? @115888 @5515 https://t.co/fGLOKiMGRU
2862713,@SpotifyCares There are some rumours here in Romania regarding your service launch on 28 november. Even the press related about this!
1520689,@SpotifyCares It worked 😤👌
365736,@115888 @SpotifyCares what happened to aj Tracey- LA4AWEEK Was on spotify but isn't now 🤷🏻‍♂️
1874901,@115888 why is my account only playing suggested songs? if i wanted to find new songs I'd be on discover not a playlist I made.
2461402,@125633 @SpotifyCares I've still had no response a week later and gig still not appearing on my profile - can you help? 🙏🏻 https://t.co/Ze43CyfzMB
1278274,@SpotifyCares when using the app through android auto I don't get any sound even though song is playing. Any ideas?
2691965,@SpotifyCares Does that mean I can't tailor the adverts then?
2639837,@115888 Why isn’t Perfect Velvet by Red Velvet not on your app?
1383419,@SpotifyCares It’s happening through both of them and I haven’t.
563494,"@115888 I can't sign into my account. When I type my email address in to reset my password, it keeps telling me that it's an invalid email. Please help!!!!"
2552637,@SpotifyCares I hope so. It's my favorite album 😔
1017926,"@SpotifyCares Yes I confirm. Used macbook pro osX.12.6, mac mini osX.11.6 . Could it be an account problem? I can provide you my logins in DM"
2789427,@SpotifyCares Im using an iPhone 8 iOS 11
452082,@116130 having exactly the same sound issue as these folk... https://t.co/yGrfqH5bxz Any idea how to fix?
2080914,@SpotifyCares I listen to santan dave a lot and his show goes on Spotify premium presale tomorrow but I haven't got an email with a code
2663451,"I need ""Make me wanna"" by @66577 on @115888 right noooooooow 😭🙏"
269193,@115888 how you gonna remove the song previewing feature? My broke ass now has to use my skips to find new artists in your playlists🤧
1829758,@SpotifyCares @549077 I didn't get one :(
792234,@117153  parayı çekiyorsunuz hesabı yükseltmiyosunuz bu mu hizmet?
1024769,@115888 This is not helpful. https://t.co/62VPHlK94i
1565384,@115888 any problems in my area not allowing Spotify to load please?
1337494,"Good morning, @SpotifyCares! Having trouble changing my Country to US (moved from Spain). Already updated my payment to a US debit card."
820227,@SpotifyCares 8.4.22.857 and I dont remember what the ad was but it was in Spanish. Your app smokes Pandora either way.
1821363,hey @115888 - just because i listened to ‘the impression that i get’ last week doesn’t mean i want ska on my discover weekly. love u tho ❤️
982455,@SpotifyCares Spotify doesn't appear on the lock screen or control panel in the latest ios update. Please help
1409996,.@115888 The @2662 ad where dog has called in runs every commercial break. Please fix.
2114185,@SpotifyCares Yeah your algorithm sucks. I listen to them all day everyday on Spotify. But it’s okay i guessed the code and got tickets 🤗
2026490,@125633 @260269 @68202 add my album on your playlist thanks
2960664,@115888 there needs to be an option to combine your playlists together
2072939,.@SpotifyCares @117168 Why can't I connect my facebook account to my Spotify?
2674435,@SpotifyCares How to change the language of mail I get?
2055429,"@SpotifyCares Hi, how can I get rid of all radios in my most recent played section? It's quite annoying to see them there..."
729283,@115888 I were charges for premium but my account still free. student price. https://t.co/SphQBcG7B5
2198101,Groove Is In The Heart keeps playing randomly on my Spotify and has done for weeks. It’s a tune but it’s driving me mad. Plz help @116130
1568335,@SpotifyCares I finally made it work but I had tonuse several workaround.... i had to use a special webmail that shows the link to make it work
1512306,I wish spotify wasnt bing a bitch so i can listen to it https://t.co/QgrolcZIey
567983,"Hey, @115888 I'm late to the party here, but why on earth is your Roku app such a disaster? It's just worthless, you're killing me."
1929863,@228977 @515334 @574285 @574286 @574287 @56106 @115888 It is really frustrating that @SpotifyCares doesn't respond to the people who provide content for its platform :(
2487412,"@115888 your anoying ""suggested songs"" interrupting my playlists is going to make me switch back to @129941"
171097,Has anyone else noticed this on @115888  ? Are they involved with Hawkins ? Jk lol but Spotify stay woke 😂 https://t.co/jHofMtQ686
2826950,"@SpotifyCares Everytime i buy the special offer, .99/3 months it wont load.  I click buyy now, entered and agreeed to not living in quebec and then click get premnium.  I then procced to PayPal, it load, i click pay now and it send me back to the origianl get premnium plans."
1033325,@SpotifyCares Thank you😊😊     I'm from Croatia
450059,@115888 @SpotifyCares why does my music stop playing when I go on twitter or get Snapchat notifications???
2294409,"Why doesn't @115888 have a Shazam-like plugin to listen, identify &amp; then ADD a song to a playlist... #YoureWelcome #RoyaltiesAccepted 😉"
1372116,"What does Spotify hope to accomplish by making their commercials loud as fuck? Yes, I’m talking to you @115888"
1556429,@SpotifyCares Thanks - you seem to have all other Morrissey content so fingers crossed won't be too hard to get hold of!!
1739255,@SpotifyCares Favourite emoji: 💩 or 💩 ? #introfundays
2037581,"@SpotifyCares Hello, I️ have an account that I️ forgot my password and email too. My user name is kelleeed. Can we resolve this issue?"
859673,@115888 bring the homie Touch Preview Back =(
310863,@115888 can u get LAY's new album up already im waiting
1403667,"@SpotifyCares I apologize, but my problem is back. It was shuffleing my songs this morning on my way to work, but now it is not working again for whatever reason. It’s doing the same thing as before where the shuffle light goes off as soon as the song changes.  Please help!"
987355,@115888 needs an update. Crashing on Pixel XL when sharing a track
1076728,.@SpotifyCares I've been following https://t.co/iLKP4qgDEm for a while and the album is still unavailable. Is that @46582 or your system?
1546467,"@SpotifyCares Thank you, top quality service as normal. Have both voted and commented."
2291111,@SpotifyCares Nope just crashes goes back to home screen
2824403,@SpotifyCares thanks a lot!
2550020,@SpotifyCares + create a new one where I have to add all family members again?
1184208,"@SpotifyCares Thank you, I'll do just that."
1627435,"@SpotifyCares Very similar thing on MacOS, here’s a video. iOS 11.1, iPhone 7. https://t.co/Di3c8kWnoB"
130399,@115888 may kinalaman ba kayo sa pag undownload ng mga songs ko? Stressed download ulit. Gigil
2139020,I wish you could block an artist on @115888 because there are some it thinks I should like .... and I do not.
2210945,Waiting on @115888 to issue their iPhone X app update like https://t.co/8trMxtIAyo
844327,"@116380 @SpotifyCares Apparently they do not actually care because they haven't replied yet.

My girlfriend came up with that FYI. Not happy tho fam"
2296585,@115888 what’s the point in paying for this shit https://t.co/szmzjkQZIG
2153128,@SpotifyCares Still nothing...
368877,@SpotifyCares Hi. How do you clear the queue on the desktop app? Thanks.
1473907,@SpotifyCares Bless u partner
863710,@SpotifyCares Is there any way to preserve what offline songs and playlists I currently have downloaded on my phone? Not interested in losing 5+GB of songs I currently have synced.
2601580,What's going on... My @115888 @116130 app has deleted all my downloaded tracks...and not for the first time
1427784,@115888 when will Taylor Swift’s reputation come out on Spotify?
2618557,When is #reputation gonna be on @115888 ??? @118062 this is ridiculous. 😡
2917825,@SpotifyCares God bless
1042609,.@115888 why did you remove one step at a time by jesus christ's reincarnation miss jordin sparks from your library this is homophobic
2493994,"It would be great as a college student who studies German, it would be amazing to have more access to Deutsche Musik on @115888!"
2310345,@SpotifyCares Sure thing
2876120,"@SpotifyCares hi, i just created a spotify account and it doesnt give me the 7 day trial premium option, why?"
1023304,@SpotifyCares I'm having a problem with my account. I'm using Spotify online on my laptop
2398321,@SpotifyCares @115888 I can deal with the adverts you make us listen to every 30 minutes but when those 30 minutes are spent listening to ‘suggested tracks’ that I cannot skip it becomes a bit of a joke 🙄
2681220,@SpotifyCares No dice. Same problems.
981139,@SpotifyCares United States last I checked
482473,@SpotifyCares Same thing 😩 cleared browsing history and cache in Chrome and didn’t work. Tried in Firefox and still shows the same stuck screen..
2832293,how are we almost in 2018 and @115888 still hasn't made a miniplayer????
39753,Extremely unhappy w/ current performance of @115888 app on Apple iOS 11. Almost impossible to use service I pay for. Sad! @SpotifyCares
499235,@234224 @SpotifyCares Ugh. It’s like rewriting history. They do the same thing with ‘remasters’... the original album is interspersed with remastered or re-recorded tracks. See Megadeth’s Rust In Peace as an example.
1003765,@SpotifyCares The problems seems to be solved. The most strange thing is that I just did the restart on my Mac and it was unsuccessful.
609650,@SpotifyCares I have not but I’m about to! Thanks!
2764551,"@115888 Jika saya ingin merelease email dr akun spotify yg digunakan pada saat mendaftar dgn FB, agar saya bs mendaftar ulang menggunakan email tersebut sbg dedicated akun spotify bagaimana caranya?"
1096191,@115888 I’d like to see a feature where I can view album covers larger. They’re art and they deserve the attention they were intended for.
2913920,@115888 @SpotifyCares yesterday i was listening to These Girls by @276220 on Spotify but i noticed that it sound different that the one on YouTube. Can you guys fix it ?
1400831,@117153
2677485,@SpotifyCares I’m going to to do and see what happens.... if not works I’ll writing to you again. Thanks
1965555,"@115888 being 110% on target for that service, I really hope Spotify HIFI steps out of beta soon so I can subscribe to that. Invite plz?"
1768390,@SpotifyCares  https://t.co/Ep5oGMa1K1
64361,Can @116130 do a special tariff for people who work full time and still can't afford £9.99 a month 🤔
145942,"@115888 When will you step up and be available in Serbia, I’m trying to catch up with BTS. https://t.co/jFAXJK1UIt"
2720682,@SpotifyCares I just opened a family account. I saw free movies baths pop up on my feedmore than once. How do fix this?
1277343,"@SpotifyCares Mac + Chrome. And FYI it's been happening for the past few days, so I don't think it's a momentary bug."
2595616,@SpotifyCares can you give the option to scroll through the Popular songs? Switching from Napster and I liked this feature. https://t.co/AXMn7yqPS7
2792141,@115888 youre garbeg servers arent fucking working fix them please
1840914,@115888 yes hello my music randomly pausing and I'm ready to throw hands
2594617,"@SpotifyCares Hulu says ""We’re having trouble authorizing your account with Spotify. Please contact Spotify support to help resolve this issue."" I'm Have a student account.. Please help !"
2969663,"@SpotifyCares first off, you are very late. i messaged you over an 30 minuets ago; very disappointing.   anyways, my question is how did the picture change? is this some sort of secret witchcraft you have? i need answers &amp; i need them now!"
2637113,@SpotifyCares it's the only cover and a new album honestly I'll just wait till it autofixes someway magically or an update? idk. sad.
866314,"@SpotifyCares  Hello, I changed my email on facebook but it's still showing up as my old one on Spotify. How do I fix this?"
2736544,@SpotifyCares it's been a week
113837,@SpotifyCares I think Im missing the point. That article doesn’t say anything about iTunes or how to move songs added through iTunes to playlists :-(
89533,"@115888 Hi spotify, you charged me IDR49.990. This ad clearly said IDR4. 999. What happen?"
945745,@115888 is the option to remove/block a follower available yet?
1859321,@SpotifyCares my spotify won't play Mastodon. Computer or phone. What gives?
89456,"@SpotifyCares That definitely worked it out, thank you!!"
1900366,hey @115888 ur cute and all but why is Lindsay Lohan’s certified diamond album Confessions of a Broken Heart not available for streaming
714859,@SpotifyCares do you guys/gals. still make improvement to android wear?
1557085,@115888 why did you remove the playlist feature on the @127972 app?
2616747,@SpotifyCares It's a Haivision IPTV network serving a few thousand users.
591461,@SpotifyCares can i transfer it? help me. how can i do that?
6547,@117153 @SpotifyCares Honestly I'll settle for like a free subscription or a sick Spotify tee
1257196,"@118266 please fix this. His name is not Harry Style, it’s Harry Styles. And the song is called Two Ghosts, not Two Ghost https://t.co/OKdhtfttqS"
623001,@115888 Cant pay in any way possible
79457,"@115888 Ugh, I paid £9.99 for three months last week."
2276897,"@SpotifyCares the new iOS11 update has ruined Spotify at the moment, it constantly skips songs, fast forward/skips ten seconds at a time and turns on and off - are you aware and is there a fix?"
1796739,@SpotifyCares why did my account downgrade after two days of premium service
1403670,"@SpotifyCares When I am connected by bluetooth in my Mazda CX-5, I can play a song on my playlist and also select the shuffle songs button, however once the song changes the shuffle light goes off on its own and it just plays the next song that is in the playlist."
1857574,@SpotifyCares So I am currently trying on my iPhone 7 with OS 11.0.3. I have also tried listening using my MacBook Pro with OS High Sierra 10.13.
494245,@115888 when do we get our Top Songs of 2017 playlists? Best part of the year 😛
2752826,@SpotifyCares No pending updates.
61170,@115888 please dont play ads with sound at the bottom of your web player while I'm trying to listen to down with the sickness.
2110208,@SpotifyCares it does not work! What happened!!???Just stay charging! :( https://t.co/VuAe6G6ynU
2795561,Every time I update Spotify I'm hoping for touch preview to be brought back... every time I'm disappointed. I thought we were friends @115888
864543,@spotifycares I can’t get any @325330 to play. The tracks show up but you can’t do anything with them. Already tried restarting.
1338276,"@SpotifyCares If it helps: I'm getting infinite reload permanently, and it runs through about 5 songs then just stops responding."
993656,@SpotifyCares It's a design thing. It happens every time I try to chromecast. Adding more robust chromecast support would see me use @115888 again.
2797353,@SpotifyCares Help please?  Sent my wife the invite for joining our premium families my plan but she gets an error message?  Help?
633713,@SpotifyCares I signed up for the 30 day trial but was charged after 7 days!? Help! Thank you:)
2610846,@118266 @SpotifyCares please help release it asap in indonesia thank you ✌
1965554,@SpotifyCares Done 👍🏻
2347876,@SpotifyCares Nvm thank you spoke to an agent on the chat you guys have thanks for the help guys!
499261,"@SpotifyCares hey, I pay for spotify premium and every other week, sometimes twice a week all my music undownloads."
2259588,¡Gracias! https://t.co/ougmLaiGtT
2456272,@117168 why won’t you take my money and just accept my card info 😭
2289767,@115888 Hello. I have been given a gift of 3 months Spotify premium but the code is saying invalid for this country? How can I make it work?
2295014,@115888 Where should I request music to be added to Spotify?
669339,@115888 why are my songs skipping randomly
1374252,@SpotifyCares I'm using xiaomi redmi 3s. But it happens also when I'm listening from the website😥
2315974,"@SpotifyCares Running on iPhone 8 plus, IOS and Mac 💻 high seirra"
2301129,"Wait
That’s like a bit far away from 
„Recently“ for me to be honest …
Maybe a newer update from you? @SpotifyCares https://t.co/erHahGcrPF"
2216047,@SpotifyCares yo you ever gonna update your app for iPhone X?
2913855,@115888 why tf can’t i look at the lyrics of songs like i can on Apple Music? Cmon now step it up
483952,.@115888 when can you ever recognize my phone number? Smh. 😒
1075794,@115888 Imma need y'all to stop playing suggested songs for me. I made the playlist short and highly selective on purpose.
664658,@SpotifyCares keep getting charged for a deleted account and cancelled subscription not very professional there Spotify 😡😡
1471762,@SpotifyCares That's almost 2 years old and is followed by over a hundred pages of other people making the same complaints as me. How does this help me?
966908,@SpotifyCares @346945 I need support
1067220,Explain why @117168 switched my song from Lil Wayne to this.... https://t.co/ndVFINZOpe
688064,@115888 Can i pay it through umobile bill?
884031,"@SpotifyCares I think your algorithm is shonked. This release is nothing to do with Martin Gore. 😂

And nor are those singles underneath it. https://t.co/5b8N5O1FjD"
1737712,@SpotifyCares trouble logging back in. I put the project aside for about an hour or so and then had no more problems. Maybe I was just overtaxing system?
1813195,@115888 are there issues with in car controls and iOS 11 or iPhone 7? Tried everything to get it to work and can't skip tracks anymore :(
834882,@SpotifyCares I reinstalled it and it still isn't working :(
951085,how y’all ain’t got Savage Life 1 on @115888 y’all wack as hell for that
2517274,@115888 when can we get iPhone X optimization for your app?
2295339,"@SpotifyCares I signed up for a promotional free trial for premium and was supposed to also get free Starbucks stars, I haven’t received them and was told to contact customer support. Is there someone that can assist with this? Haven’t received a response from dm"
67697,"@SpotifyCares Hi,
Received an e-offer to pay for  a year...but it's not available...?
what i miss...?"
1948035,@SpotifyCares  I love Spotify I been on it all day trying too find music but I want it too be even easier because every list I go to is same
893075,@SpotifyCares K. Thx
1926379,@SpotifyCares I have heard from them and now they tell me it’s going to take 14 business days to get my refund. This is total bullshit!! U suck!
2857516,"@SpotifyCares Thanks a bunch! I figured out the connect part through your community, it's a great resource. Thanks again for being so caring! 😊"
110072,@115888 For php9 only?
630441,"Thank you Arvin from @115888 for rescuing my account - all music safe &amp; account restored. Farewell my hacker friend, rock on elsewhere."
1830762,@SpotifyCares You too!
824858,"@SpotifyCares No, I haven't experienced this issue on any other devices and I have tried restarting my PC."
2615448,WHERE is the perfect velvet on spotify i’m rotting over here
1896348,"@SpotifyCares @115888 How will you do with ""My Year in Music"" this year? The 2016 dissapointment, the pre2016 exellence or something else"
2979798,@118266 please help. Saya daritadi mau melakukan pembayaran via pulsa gak bisa2 https://t.co/oZ2dLbVqN8
1396384,"Hello @115888 fix this, Camila has more listeners and was to be in the top 10 https://t.co/VEnTcZ7vVf"
1026792,"@362962 Hey @115888 @SpotifyCares, this is what friends gotta deal with, jump on it maybe???"
2063374,Why would @115888 have EQ on iPhone but not on Mac?! Surely an incredibly simple piece of software to implement... Bizarre.
1964919,I demand to know who’s responsible for this @115888 https://t.co/BAP99cZg9v
414117,@SpotifyCares Vizio E320i-B2 pls bring it back I hate pandora
2165443,@SpotifyCares Nope.  It doesn’t happen every time but a few times a week under 10 mins just now
629905,@SpotifyCares I hope that this time it will take less than 8 months! 😉 https://t.co/zwzobGJvME
1844564,@SpotifyCares My playlist that I have been adding music to forever is gone! Please help
968035,"No, really @115888 I’m absolutely delighted that you’ve un-downloaded all of my music. AGAIN. It fills the days nicely getting it back. 💩💩💩"
1126280,"He there @115888 @SpotifyCares 
I am trying to sign up for Spotify and I got this error.
Need this solved.
Added the console.log screenshot https://t.co/Ik7GyZXspp"
160529,@SpotifyCares Spotify version 1.0.68.407.g6864aaaf
1376896,What the hell @115888 https://t.co/QMoEVDhyVQ
2050937,@115888 Hello. Can you please include a dislike feature so I'll never have to listen to bad music on MY discover playlist ever again? Thx.
560975,.@117168 @115888 @SpotifyCares when are we getting our year in music for 2017?
2267454,@SpotifyCares Ill try that
582197,@SpotifyCares Windows 7
1689791,hello @115888 can you please update Sonamoo's page with their happy box part 2 🙏🙏
1240603,"Half of my @44809 ‘s ‘The Relentless’ album lists as “not available” 

Any help? @115888 @SpotifyCares"
162215,"@SpotifyCares Yes, it is on your end, even my friend @153449 does not see the comments."
1436771,@115888 @192177 also your front page still says 50% off for students so what’s going on? https://t.co/Xbcz6g8dEW
968305,@SpotifyCares Long for the days when I could send playlists to friends on the platform. Now have to type string of random characters. #hard.
1912048,@115888 hey can someone help me I can’t log into any accounts to cancel my subscription
1426053,"@SpotifyCares my Spotify is about to expire in about a day or 2 but I can't update my payment info. I am no longer a student, but the app is still having me verify that I am one. So I can't get past verification to update my billing info. HELP!"
1602047,is it just me or did the lonely album by nflying just disappear from @115888 ? whY https://t.co/BaPtNeihwy
