tweet_id,text,intent,notes
2363267,@SpotifyCares Let’s hope they use ethics and decency too then. Thanks.,other_non_actionable,
1828726,Idk what technology @115888 uses when you put your playlist on shuffle but I can tell you 45% of the time my music does not shuffle 😑😐😐,playback_and_app_issues,
1989806,@115888 Please bring Spotify to India. I need a good streaming platform and a good platform to upload my music too. Please. ❤️,feature_requests,
2055234,@SpotifyCares Would be great lol,feature_requests,
1340991,"Yo, @116130 @SpotifyCares still no @266565 or @425725 album on UK Spotify yet?? 😠",music_availability,
1948207,@115888 Do we need an nus card or just prove we are studying with the Open University?,premium_and_subscription,
2018958,@SpotifyCares Why have my downloaded music keep on disappearing from my phone? happened multiple time. premium + latest ios,playlist_and_library,
2141769,"@SpotifyCares I'm actually fine thanks. Appreciate your concern. Guess it wasn't a robot after all, makes me warm inside. Please play some demo tapes of the band Cows from Seattle for me. It would make my day. And don't forget to brush your teeth, my dentist keep telling me. Take care, love /J",other_non_actionable,
995244,@SpotifyCares do high school students qualify for the student discount?,premium_and_subscription,
2659145,@SpotifyCares @SpotifyCares This picture pops up but when I click on choose playlist nothing happens. https://t.co/wvO3j35aoU,playlist_and_library,
367630,"@SpotifyCares hey, have just sent you a DM re payment",billing_and_payment,
2898317,"@SpotifyCares Here's the URI. spotify:artist:3CmmTV2PnTvIMemDyPC5qb

The On the Pull and LOOKER (2006) singles and Born Too Late and Born in the Desert albums belong to one group.

Not sure about the rest. Seem to be one or two different groups there.",content_metadata,
832551,@SpotifyCares  https://t.co/7j2qZuAWDW,other_non_actionable,
2762994,@117153 im wondering if I can transfer my stuff to one account to the next because I bought premium on the wrong account,premium_and_subscription,
2912530,@115888 why aren’t you working😭,playback_and_app_issues,
2912468,@SpotifyCares account was hacked and resolved but all my playlists are gone.,account_and_login,
2316888,@SpotifyCares I was trapping to young dolph and then ho gotti came on and I'm very annoyed give me Spotify premium for free,premium_and_subscription,
1352471,@SpotifyCares why have I been charged 2 months in a row for premium when I’m part of Spotify family? 😑🙃,billing_and_payment,
1776736,@SpotifyCares From my phone via Bluetooth connection.,other_non_actionable,
318693,@SpotifyCares Hi! It has been rectified! Very impressed with the support team! Thank you,other_non_actionable,
1666481,"@SpotifyCares I bought a 6 month voucher in June as gift I’d like to renew/ extend the gift subscription- can’t work out how, pls help!!",premium_and_subscription,
1981567,"@115888 as of October 31st I was kicked out of my account and can't log back in. My account logs in via Facebook, can I get some help?",account_and_login,
2045157,@115888 @SpotifyCares what about the starvation of ideas and enhancement suggestions from years ago?,feature_requests,
1825962,@SpotifyCares can you do this on a mobile device?,other_non_actionable,
2769134,@SpotifyCares @774225 That’s not what he said.. For a support service you really don’t know now to read,other_non_actionable,
2198105,Adding local files to @115888's mobile app is still a shot-in-the-dark hassle. Will I ever get to hear my Cut to the Feeling (Toy Armada &amp; DJ Grind) remix?!,playback_and_app_issues,
2736585,"@SpotifyCares been charged £9.99 today but switched to a £4.99 student account half an hour after I was charged, any chance I can just be charged £4.99 this month? if you can dm me that'd be good",billing_and_payment,
338326,@SpotifyCares Just DM you,other_non_actionable,
2210963,"@SpotifyCares iPhone 7+, iOS 11, Spotify 8.4.25.906",other_non_actionable,
2818835,@SpotifyCares I’m trying to make an account for over an hour now I even made a new email and I always get this https://t.co/e0o4pT6VX2,account_and_login,
2916592,@807288 @807289 @115888 @331366 No my Spotify isn’t working at all and I’m pissed,playback_and_app_issues,
1036099,Surely not posting the actual @115888 link is an epic fail?! 🙈 https://t.co/2g6uDD9LCW,other_non_actionable,
1481446,FIX IT FIX IT @115888  😭😭💔💔 https://t.co/uhUG18a5y1,other_non_actionable,
1780757,@SpotifyCares every time I try to reset my password it says something about the csrf token being invalid. Help!,account_and_login,
470967,"@SpotifyCares Thanks, had already tried that to no avail.",other_non_actionable,
2517292,"@SpotifyCares iPhone 5S, v. 8.4.26. Thanks!",other_non_actionable,
1566949,@115888 why don't you have an on hold music system?  We would all be nicer to tech reps if we got to pick the music.,feature_requests,
1246951,@115888 always freezes when I get to this song https://t.co/OBwE3j73bY,playback_and_app_issues,
2144256,@SpotifyCares i just activated a voucher a it didnt give me premium,premium_and_subscription,
2073793,@SpotifyCares Thanks! I've sent a message :),other_non_actionable,
1700632,@115888 some of us pay for premium.  So reputation should be available    K @118062 ?!,music_availability,
798531,"@SpotifyCares I have spotify on my mobile, ipad, and desktop. Why do I need to log out if I am the only one using these devices? I have done it before 1/2",account_and_login,
2629104,Anyone know if there's a way to see on @115888 the exact date an album was released? All I can find is the year.,content_metadata,
1815689,An idea: @115888 takes my most played playlist and makes an acoustic version of it so you can play the songs you like acoustically when you need that kind of vibe,feature_requests,
2809524,@SpotifyCares Student hulu plan just deauthorized and I cannot get it fixed.... please help!,premium_and_subscription,
1022726,@118266 please take a look @SpotifyCares https://t.co/pqL10MyQIe,other_non_actionable,
2312895,"I wish @115888 didn’t skip/scratch/loop with every song I played on the new IOS Beta... minor glitches just annoying, trying to jam out!",playback_and_app_issues,
2457285,Thanks @SpotifyCares for the quick response. I am very impressed and satisfied. Keep it up!,other_non_actionable,
2057001,Can @115888 just release an incognito mode so that I can drunkenly listen to Steps and not have it affect my recommendations?,feature_requests,
187586,@SpotifyCares The latest version of Spotify. It’s only been since I have updated the app,playback_and_app_issues,
2291960,@SpotifyCares &amp; @115940 you all are amazing for this! https://t.co/1n8wL86k67,other_non_actionable,
1957223,@115888 Hey i suddenly lost all my playlists!  i want them back!!! :'(,playlist_and_library,
1947860,"@SpotifyCares Both. I had about 10gb of music for offline use..turned on spotify, it stated no offline content",playlist_and_library,
319860,"@SpotifyCares I replied to the DM and then didn't get a reply again, tried Spotify again and got the same issue going on, are you going to help?",playback_and_app_issues,
831456,@SpotifyCares Thankyou /ym,other_non_actionable,
881462,@SpotifyCares It's not feedback it's telling you your shitty fucking website doesn't work,playback_and_app_issues,
1981078,"I want my @115888 account to have a profile picture, but can’t-cause I don’t have a Facebook. Boo.",feature_requests,
998163,"@SpotifyCares please put a sleep feature in the app. I hate having to use Pandora just for that. Would just uninstall Pandora, but can't....",feature_requests,
416220,@SpotifyCares why would you get rid of touch preview??? Cmon!,feature_requests,
1821111,just kidding I reinstalled spotify &amp; it is fixed 😂,playback_and_app_issues,
2201071,@SpotifyCares I already tried that one but I still can't pay even though I have enough load to pay for the subscription 😕 It always says tht something went wrong; it's already been 3 days https://t.co/qxn01H2ucj,billing_and_payment,
2225653,@115888 where’s reputation?,music_availability,
816277,"Highly considering going back to @115888 but I have some beef to sort out with them, first. :/",other_non_actionable,
2720922,@SpotifyCares Hi.Sorry to bother you but you  currently have the wrong version of Body Electric on the Body Electric 4 track Single by The Sisters Of Mercy.It should be the '84 re-recording from the '84 https://t.co/Xce5DdZTSI have the '82 version.,content_metadata,
2065610,@SpotifyCares Are there any plans to write a functioning app for the Roku media player?,feature_requests,
2218877,"Dear @115888 pls let me see who follows my playlists, I can't handle this stress of not knowing",feature_requests,
2125275,"@SpotifyCares I have a prem account and just went and joined my Bro's newly created family plan, does this mean my personal premium acc, will automatically be cancelled now that I've joined his plan?",premium_and_subscription,
1906388,"@spotifycares Mid-song, my app (macOS) switches devices to someone else's random device, and starts playing their music! Next Steps here? https://t.co/RaodHNiJeN",playback_and_app_issues,
76246,@SpotifyCares @115888 I’m unable to access my premium account please help,account_and_login,
152216,"@115888 Märkligt, jag betalar er 149 kronor i månaden. Får aldrig några erbjudanden.",premium_and_subscription,
1494381,@SpotifyCares heeey. Spotify wont accept my money. Whats the problem?,billing_and_payment,
777905,@SpotifyCares Thanks! Hope it's fixed 💚,other_non_actionable,
2941488,@115888 I don’t know what to say about this app because it was so annoying and it doesn’t even work,playback_and_app_issues,
2881633,"@SpotifyCares hey guys, sent in an email almost a week ago. How long do you normally take to reply? Billing issue.",billing_and_payment,
2308812,@SpotifyCares Why do you guys treat us like dumb idiots? There piles of basic feature you guys have yet to implement like a settings button for Spotify Web. Having to copy every link into my desktop client as opposed to expecting the link to be opened by the client is dumb,feature_requests,
1866024,@SpotifyCares I am being charged for a premium account though I cancelled within the 30 day trial period. I want my money back. #fixthis,billing_and_payment,
2763002,@SpotifyCares Spotify I cancelled my premium account with you a few months back yet you have continued to charge me. Please confirm - username is mazowiecki,billing_and_payment,
374589,@SpotifyCares Premium. How do I upgrade to a Petty Premium that only plays Tom Petty? I don’t need any additional music (except maybe traveling Wilburys),feature_requests,
2456298,One of these days spotify will finally be optimized for iPhone X @SpotifyCares,playback_and_app_issues,
1296899,@SpotifyCares Why is there an option to turn it off when it doesn't turn off?,playback_and_app_issues,
2041036,"@SpotifyCares When you listen to songs on radio such as a song radio, does it count toward getting a new daily mix?",search_and_discovery,
1914972,@230513 https://t.co/zK2C06PsE2 … BRING BACK THIS OPTION! #spotify #android,feature_requests,
727417,@SpotifyCares I know that Microsoft and Spotify are good partners. Thanks!,other_non_actionable,
2458973,@SpotifyCares I just registered for your service yesterday and today I noticed the email on the account was not my email and I had to log in by username. Is this normal?,account_and_login,
189937,@115888 I purchased premium and pay monthly but I didn’t know about the stu discount 😩 what can I do to get it? $12/13 a month can be rough LOL,premium_and_subscription,
2239746,@SpotifyCares It is excluded available album?,music_availability,
409786,"@SpotifyCares sent, thanks digging!",other_non_actionable,
2517257,@SpotifyCares Sure... I just found out what DM is (lol) but I don't know how to do it! Can you direct me please?,other_non_actionable,
1408944,"@SpotifyCares spotify: Get spotify premium!
Also spotify: OOPS! YOUR CARD PROVIDER MAY HAVE A BAD DAY, TRY AGAIN LATER",billing_and_payment,
1350243,"@115888, I would really like to see 2 Factor Authentication brought to all platforms. No reason not to have it in this day and age.",feature_requests,
1846864,@115888 greetings - is there a way to mark podcasts as listened to within the Spotify app?,feature_requests,
478966,@146300 @228816 @21914 thank you for making good songs and @SpotifyCares thank you putting good music on @115888 https://t.co/POwh6wAvGU,other_non_actionable,
1147129,@127637 @SpotifyCares ?,other_non_actionable,
2854391,@SpotifyCares my account email is  __email__ but according to the password reset it don't exist,account_and_login,
38309,"@117153 @SpotifyCares I’m having payment problems, I’ve messaged you",billing_and_payment,
863691,"@SpotifyCares Thanks for the reply. It still doesn't help my Mom, who just wants to play with a streaming kit we got her for Christmas last year (when playlists WORKED). That post is from 8 months ago. No solution yet? I love your service otherwise, work with your customers on this!",playback_and_app_issues,
1815098,@SpotifyCares yoo where will Varleys albums at?,music_availability,
1850463,"@SpotifyCares i’m not having an issue with my spotify, i was just wondering if me being in community college, am i able to get the discount",premium_and_subscription,
2427700,"@SpotifyCares Thanks, that would be great! Love your music and would love to listen to the books in the car. Keep up the good work! 👍🏻",feature_requests,
376122,"@SpotifyCares Hi, i paid for my premium account but it still free, i paid yesterday at Oxxo",billing_and_payment,
1309665,@SpotifyCares I was just looking more carefully.  I bet 90% of my saved songs are gone.   Damn it so frustrating.,playlist_and_library,
647493,@SpotifyCares is there any way to view playlist followers?,feature_requests,
1978382,@SpotifyCares why my downloaded albums are not downloaded any more? 🤔 on iOS 11.1,playlist_and_library,
2921966,@SpotifyCares Thanks Spotify. As if I ever doubted you for a moment!,other_non_actionable,
2246034,@115888 Who do we need to bribe to get 'Phantom Power' by The Tragically Hip available on Spotify? I've found every other album but that one.,music_availability,
707068,@115888 hey can you tell me why it's such a struggle to get some help?,other_non_actionable,
2810354,"Ok @115888, you convinced me. I’ll pay for your service. So I’ll click this banner ad and it takes me to a landing page - Great! Wait. There is no way to pay on this page. It’s a dead end? #fail #spotifywonttakemymoney https://t.co/CvVg6U2xQA",billing_and_payment,
915914,@SpotifyCares micrsoft is going to close groove music and it was the only service that works in my country !!!!!😔,feature_requests,
2743174,@SpotifyCares ?? https://t.co/M6jMfVVdbN,other_non_actionable,
295977,@SpotifyCares having trouble getting into my account. Username mazzoj10,account_and_login,
456853,Reputation still not available on spotify ph,music_availability,
1476571,@SpotifyCares I was taken off of spotify student but never sent an email. Plus I can't access hulu.,premium_and_subscription,
1520000,@SpotifyCares Well it stopped after I tweeted you...🤔🤔🤔,playback_and_app_issues,
1199580,@SpotifyCares the app still shows the space being taken up but the Playlist are gone https://t.co/Hi6akxck8U,playlist_and_library,
1270557,"@417476 #iluvdrumandbass
I love drum and bass but hate that spotify cannot be downloaded in South Africa
What happened to unity @115888 ?",feature_requests,
2070326,"@SpotifyCares 
Apple Watch 3 = BYE Spotify HELLO Apple Music.",playback_and_app_issues,
48123,@SpotifyCares I think it works on faster speeds? Idk the search bar has been kind of wonky lately,search_and_discovery,
2600973,@SpotifyCares @736218 I need this too @SpotifyCares !,other_non_actionable,
2913779,"So @115888 is down, and there's nothing to keep me sane for the rest of the work day #NoMusicNoLife",playback_and_app_issues,
1948049,@SpotifyCares if i have a unidays account can i still receive the premium discount after the 12 month period?,premium_and_subscription,
2352368,@115888 how to connect my Indian Echo device? I have spotify premium. :/,playback_and_app_issues,
567985,Does @115888 have artist old mixtapes on it or just albums ?,music_availability,
1900294,@116130 If anyone can help much appreciated,playback_and_app_issues,
708309,"@115888 if you could add the ‘hold a song to hear a snippet’ on mobile back that’d be great 👍🏽. Either way, ily",feature_requests,
2346349,I️ Work at Starbucks and they said Spotify was free but I️ got a charged on my account @SpotifyCares,billing_and_payment,
1650404,"@SpotifyCares I'm having trouble getting into my Spotify premium account under the name Ed Ledsham, username carrioncrow",account_and_login,
845907,"@SpotifyCares Jon Foreman’s listing is missing his Wonderland’s albums. If you search them, they are there.",content_metadata,
2979789,@115888 continuing problem. Someone got into my account &amp; is using it. They also changed my account to a family plan. I’ve changed my FB password. What else can I do? @128511 @120330,account_and_login,
673961,@SpotifyCares Is the correct version of 'Guilty' (Track 7)  on this album? My CD copy has a version by Al Bowlly https://t.co/dxGqHqjdnx,content_metadata,
2038909,@SpotifyCares Seems to work on my work machine. Will try again at home tonight. Thanks. :),other_non_actionable,
683118,@SpotifyCares I’ll DM you.,other_non_actionable,
671399,"@SpotifyCares Oh, I’m so sure 🙄",other_non_actionable,
2586490,@SpotifyCares Our label has already emailed about this problem last week and hasn't gotten a response,other_non_actionable,
622843,"@SpotifyCares my Google Play Music subscription is set to renew soon, are you guys coming to Romania anytime soon or is it just a rumor?",premium_and_subscription,
89573,@SpotifyCares I need to step up my game to reply with Spotify music like you have! Way cool =) cheers!,other_non_actionable,
