tweet_id,query_text,rank,retrieved_case_id,retrieved_customer_text,retrieved_support_text,similarity,relevance_label,notes
115870,Desktop app keeps crashing on Windows 10 upon startup,2,case_09891,Hello @115888. Your desktop app always crashes. Can you do something about this?,"@312393 Hey, help's here! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /RS",0.7287,relevant,Direct semantic match (sim=0.729). Spotify response offers relevant resolution steps.
115870,Desktop app keeps crashing on Windows 10 upon startup,3,case_14740,@115888 can you please fix ur desktop app it keeps crashing,@401559 Hey there! Can you let us know the operating system and Spotify version you're using? We'll see what we can suggest /RH,0.7221,relevant,Direct semantic match (sim=0.722). Spotify response offers relevant resolution steps.
115875,Downloaded songs won't play offline when on airplane mode,1,case_06264,"@SpotifyCares Hi guys, my downloaded songs keep getting unrecognized when I go offline. I have to keep selecting ""download"" and it is frustrating when I want to listen to music on a plane not having offline content. Why is this happening on my LGV10 Android?",@237303 Hey Raj! Sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/EidIERWgLX. They should help with this /CP,0.7767,relevant,Direct semantic match (sim=0.777). Spotify response offers relevant resolution steps.
115875,Downloaded songs won't play offline when on airplane mode,2,case_15007,"@SpotifyCares When I go to OFFLINE mode the downloaded songs I have will not play Doesn't happen all the time, but has happened more than once on Samsung8",@405749 That's not cool. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /MX,0.7402,relevant,Direct semantic match (sim=0.740). Spotify response offers relevant resolution steps.
115875,Downloaded songs won't play offline when on airplane mode,3,case_09874,"@SpotifyCares Hello, none of my songs are downloading for offline, it is saying ""go to settings to download using cellular"", yet I'm on WiFi","@312201 Hey William, help's here. Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /KL",0.7229,relevant,Direct semantic match (sim=0.723). Spotify response offers relevant resolution steps.
115930,Someone hacked my Spotify account and changed the email address. Please help!,1,case_13054,"@117153 hello, someone hacked my Spotify account and changed the email and password... I sent you an email, how do I change it back?",@369364 @117153 Hey! We've replied to your DM. Check it out and we'll continue over there /RC,0.9299,relevant,Direct semantic match (sim=0.930). Spotify response offers relevant resolution steps.
115930,Someone hacked my Spotify account and changed the email address. Please help!,2,case_09360,@SpotifyCares help Spotify someone’s hacked my account and changed my registered email address 😭😭,@300692 Hey there! Can you DM us your account's email address? We'll take a look /RB https://t.co/ldFdZRiNAt,0.9179,relevant,Direct semantic match (sim=0.918). Spotify response offers relevant resolution steps.
115930,Someone hacked my Spotify account and changed the email address. Please help!,3,case_33207,@SpotifyCares Looks like my Spotify got hacked and email changed. How do I regain access?,@701628 Hey Logan. We’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next /NS,0.9014,relevant,Direct semantic match (sim=0.901). Spotify response offers relevant resolution steps.
115935,I forgot my password and reset email never arrives in my inbox,1,case_02142,I can't receive my password reset email @SpotifyCares,"@150022 Hey Joshua, we'd love to help! Can you DM us your account's username or email address? We'll check what's happening backstage /JP https://t.co/ldFdZRiNAt",0.8105,relevant,Direct semantic match (sim=0.810). Spotify response offers relevant resolution steps.
115935,I forgot my password and reset email never arrives in my inbox,2,case_22871,@SpotifyCares trying to reset my password but wont send it to my email,@553550 Hi there! That doesn't sound good. Can you DM us your account's email address? We'll take a look under the hood /QI https://t.co/ldFdZRiNAt,0.8065,relevant,Direct semantic match (sim=0.806). Spotify response offers relevant resolution steps.
115935,I forgot my password and reset email never arrives in my inbox,3,case_01504,@SpotifyCares - password reset does not send me an email - frustrating,"@139988 Hey Michael, we're here to help! Can you DM us your account's username or email address? We'll take a look backstage /JP https://t.co/ldFdZRiNAt",0.7908,relevant,Direct semantic match (sim=0.791). Spotify response offers relevant resolution steps.
115940,How do I change my Spotify username?,1,case_24322,@117153 I want to change my username in Spotify? How I could do it?,"@568991 Hey! We're afraid it's not possible to change usernames. Don't worry, we'll let the right team know it's something you'd like to see /GU",0.971,relevant,Direct semantic match (sim=0.971). Spotify response offers relevant resolution steps.
115940,How do I change my Spotify username?,2,case_07301,is there no way i can change my spotify username,@259562 Hey there! We've just replied to your DM. Let's continue chatting there /GT,0.9445,relevant,Direct semantic match (sim=0.945). Spotify response offers relevant resolution steps.
115940,How do I change my Spotify username?,3,case_38181,@SpotifyCares is there a way to change my username on Spotify?? I can't find it in my user settings,@415100 Hey there! We're afraid it's not currently possible to change your username. Can you DM us your account's email address? We'll take a look backstage /JS https://t.co/ldFdZRiNAt,0.9432,relevant,Direct semantic match (sim=0.943). Spotify response offers relevant resolution steps.
115950,Paid for Premium Family plan but members can't join because of address mismatch,1,case_27694,"@SpotifyCares. problem with my family premium account, cannot get any of myfamily members to join. address problem. __email__",@611363 Hi Serena! We'd suggest deleting your previous tweet that contains your email address. Can you send this via DM instead? /DR https://t.co/ldFdZRiNAt,0.7444,relevant,Direct semantic match (sim=0.744). Spotify response offers relevant resolution steps.
115950,Paid for Premium Family plan but members can't join because of address mismatch,2,case_06747,"@SpotifyCares please help me, i have a trouble joining the premium for family member. i forgot the exact address used, what should i do?","@250964 Hi there. Don't worry, we'll look into this. Can you DM us the usernames or email addresses of both accounts? /JU https://t.co/ldFdZRiNAt",0.7374,relevant,Direct semantic match (sim=0.737). Spotify response offers relevant resolution steps.
115950,Paid for Premium Family plan but members can't join because of address mismatch,3,case_10368,@115888 I'm trying to join Premium for Family but I get this error: Unable to join this Family plan. Can you help me?,"@319995 Hi Guenda, we're here to help. Can you DM us the accounts' email addresses? We'll check backstage /AC https://t.co/ldFdZRiNAt",0.7217,relevant,Direct semantic match (sim=0.722). Spotify response offers relevant resolution steps.
115955,I signed up for the 3 months for $0.99 student deal but it charged me full price,1,case_32330,@SpotifyCares Hey I have signed up for the student discount but have been charged the full price for the past 3 months now,"@683863 Hey there, help's here! Could you DM us your account's username and email address? We'll take a look backstage /DQ https://t.co/ldFdZRiNAt",0.854,relevant,Direct semantic match (sim=0.854). Spotify response offers relevant resolution steps.
115955,I signed up for the 3 months for $0.99 student deal but it charged me full price,2,case_02316,@SpotifyCares I signed up for a student account but I was charged $9.99,"@153878 Hi Hailey, help's here! Can you DM us with your account's username and email address? We'll check it out backstage /WW https://t.co/ldFdZRiNAt",0.8059,relevant,Direct semantic match (sim=0.806). Spotify response offers relevant resolution steps.
115955,I signed up for the 3 months for $0.99 student deal but it charged me full price,3,case_13888,@SpotifyCares I was charged full price these last month even though I provided evidence of enrollment via student discount sign up link why?,@383847 Hey there! Can you DM us your account's email address? We'll take a look /RB https://t.co/ldFdZRiNAt,0.7788,relevant,Direct semantic match (sim=0.779). Spotify response offers relevant resolution steps.
115960,How do I cancel my Premium subscription?,1,case_29509,@SpotifyCares  how do  cancel my premium subscription?,@644028 Hi there. We've just sent a DM your way. Let's carry on chatting there /QI,0.9975,relevant,Direct semantic match (sim=0.998). Spotify response offers relevant resolution steps.
115960,How do I cancel my Premium subscription?,2,case_18832,@SpotifyCares how do I cancel a premium subscription to an account I no longer have access to?,@485071 Hey Jay! Could you send us a DM with your account's email address? We'll take a look backstage /DR https://t.co/ldFdZRiNAt,0.9273,relevant,Direct semantic match (sim=0.927). Spotify response offers relevant resolution steps.
115960,How do I cancel my Premium subscription?,3,case_25358,@SpotifyCares I  want to cancel my premium subscription before the end of month but I am running into all sorts of problems! Please help! 😭,"@581062 Hey Blake, help's arrived! Could you DM us your email address and username? We'll take a closer look /JQ https://t.co/ldFdZRiNAt",0.9085,relevant,Direct semantic match (sim=0.908). Spotify response offers relevant resolution steps.
115970,Why is Jay Z 4:44 album greyed out and unavailable to stream?,1,case_33086,"Its been 5 months since Jay-Z released the ""4:44"" album and I still haven't been able to stream it and he's coming to Portland next month... I'll prob still go to his show tho, but smh... #SpotifyProbz",@699491 Hey there! Jay Z's 4:44 isn't currently available on Spotify. We’ll have it available to you as soon as it’s available to us 🙂 /LP,0.755,relevant,Direct semantic match (sim=0.755). Spotify response offers relevant resolution steps.
115970,Why is Jay Z 4:44 album greyed out and unavailable to stream?,2,case_01088,@SpotifyCares hello where is Jay z's album 4:44?,"@133627 Jay Z's 4:44 isn't currently available on Spotify. Don't worry, once it's available to us, we'll make sure that it gets released. In the meantime, let us know if we can help with anything else /MU",0.7278,relevant,Direct semantic match (sim=0.728). Spotify response offers relevant resolution steps.
115970,Why is Jay Z 4:44 album greyed out and unavailable to stream?,3,case_30693,@115888 How can I get Jay-Z's new album 4:44 on Spotify? I cannot find it no where in Spotify and I have been looking for weeks now?,@662723 Hey there! We’ll have it available to you as soon as it’s available to us. There's info about content here: https://t.co/0i8GpimuDa /CG,0.7278,relevant,Direct semantic match (sim=0.728). Spotify response offers relevant resolution steps.
115975,Taylor Swift songs are missing from my country's catalogue,1,case_14379,@116130 WHERE THE FUCK IS TAYLOR SWIFTS ALBUM,"@393491 Hi! Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: https://t.co/3h0TnPWP0c /GK",0.6822,partially_relevant,Topical overlap (sim=0.682). Addresses related domain or workflow with slight variation.
115975,Taylor Swift songs are missing from my country's catalogue,2,case_30035,"Question of the day:

Why is Taylor Swifts album not on @115888 #NewMusicFriYAY","@291910 Hi! Taylor Swift's 'Reputation' isn't available just yet – stay tuned. For now, check out the singles: https://t.co/3h0TnPWP0c /AU",0.6705,partially_relevant,Topical overlap (sim=0.670). Addresses related domain or workflow with slight variation.
115975,Taylor Swift songs are missing from my country's catalogue,3,case_20838,@SpotifyCares Hey there... I'm all of a sudden missing a bunch of country songs. Lots of random album tracks from a TON of artists????,"@529535 Hey, help's arrived! Could you DM us your account's username and email address? We'll take a closer look /JQ",0.6577,partially_relevant,Topical overlap (sim=0.658). Addresses related domain or workflow with slight variation.
115985,My Discover Weekly playlist didn't update this Monday,1,case_02630,"@SpotifyCares, my Discover Weekly playlist is not updating. https://t.co/f07aeSedTh",@160014 Hey! Could you DM us your account's email address or username? We'll take a look backstage /AY https://t.co/ldFdZRiNAt,0.9374,relevant,Direct semantic match (sim=0.937). Spotify response offers relevant resolution steps.
115985,My Discover Weekly playlist didn't update this Monday,2,case_38222,"@SpotifyCares My discover weekly playlist has not updated yet, got any solutions?","@786307 Hey, help's here! Just to check, have you been streaming music recently? If you could fire over your account's email address or username via DM, that'd be great /AY https://t.co/ldFdZRiNAt",0.9352,relevant,Direct semantic match (sim=0.935). Spotify response offers relevant resolution steps.
115985,My Discover Weekly playlist didn't update this Monday,3,case_24390,Hi @SpotifyCares my Discover Weekly playlist hasn't updated in 3 weeks 😭,"@569924 Hey Stefanie! Just to check, do you usually listen to music that isn't on your Discover Weekly/listen in a private session? Let us know /ND",0.891,relevant,Direct semantic match (sim=0.891). Spotify response offers relevant resolution steps.
115990,"Accidentally deleted a playlist with 500 songs, can I restore it?",1,case_37208,"@spotifycares - Hi, added some songs to my playlist yesterday. Today it is empty! 500+ songs. Can you restore? https://t.co/G8nB6ePzkK","@186779 Hey Joe, can you send us a screenshot of how things appear on your end? Also, can you tell us what device, operating system, and Spotify version you're using? We'll see what we can suggest /CH",0.8076,relevant,Direct semantic match (sim=0.808). Spotify response offers relevant resolution steps.
115990,"Accidentally deleted a playlist with 500 songs, can I restore it?",2,case_21877,"@SpotifyCares on 10/5 all my playlists were deleted (without my knowledge), including a ton of followed playlists. How can I recover them?",@542857 Hi Quentin! Could you send us a DM with your account's email address or username? We'll take a look backstage /DR https://t.co/ldFdZRiNAt,0.784,relevant,Direct semantic match (sim=0.784). Spotify response offers relevant resolution steps.
115990,"Accidentally deleted a playlist with 500 songs, can I restore it?",3,case_24730,@SpotifyCares Please i accidentally deleted a song from my songs list ! any clue to get it back please?,@573887 Hey Aziz! Could you send us a DM with your account's email address or username? We'll take a look backstage /QI https://t.co/ldFdZRiNAt,0.7743,relevant,Direct semantic match (sim=0.774). Spotify response offers relevant resolution steps.
116000,"Search function isn't returning any results, just blank screen",1,case_39525,"@115888 search not working, what’s going on","@806652 Hey Tom! We were off beat for a second, but we’re back on track now (excuse the puns) 😉 /GN",0.7403,relevant,Direct semantic match (sim=0.740). Spotify response offers relevant resolution steps.
116000,"Search function isn't returning any results, just blank screen",2,case_17482,"@SpotifyCares ...Aaaaaand, as happens so often, search stopped working after just a few minutes. Argh. Now nothing happens, not even an error mesage.","@456065 No worries, we got this! Best thing to try here is a reinstall. Just follow the steps at https://t.co/EqisDMwZAT /TF",0.6243,partially_relevant,Topical overlap (sim=0.624). Addresses related domain or workflow with slight variation.
116000,"Search function isn't returning any results, just blank screen",3,case_05438,@117153 Why is the search function not working properly. It is just spinning when I try to search for artists? It is very annoying. With gratitude for help.,@221907 Hey there! That's not cool. Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /JK,0.614,partially_relevant,Topical overlap (sim=0.614). Addresses related domain or workflow with slight variation.
116010,Please add two-factor authentication (2FA) for Spotify accounts,1,case_07274,@SpotifyCares Will Spotify ever get two factor authentication. I had my account hacked today and I'd rather have something stronger than just changing the password.,"@259185 Hi, help's here! Can you DM us your account's email address? We'll take a look backstage /DV https://t.co/ldFdZRiNAt",0.7163,relevant,Direct semantic match (sim=0.716). Spotify response offers relevant resolution steps.
116010,Please add two-factor authentication (2FA) for Spotify accounts,2,case_35567,@115888 How's that 2 Factor Authentication for people's accounts coming along?,"@667720 We still don't have any updates, but we'll announce any public news here: https://t.co/LQlWa1xbin 🙂 /MA",0.637,partially_relevant,Topical overlap (sim=0.637). Addresses related domain or workflow with slight variation.
116010,Please add two-factor authentication (2FA) for Spotify accounts,3,case_08450,"Security is important, @spotifycares. We'd like it if you supported two factor auth. https://t.co/R7n6mhkCTQ #SupportTwoFactorAuth","@281632 Hey! This isn't possible right now, but you can show your support for the idea on our Community: https://t.co/yuSHOcE94A /QI",0.628,partially_relevant,Topical overlap (sim=0.628). Addresses related domain or workflow with slight variation.
116015,We need a light mode theme option for desktop app,1,case_20542,@SpotifyCares PLEASE PLEASE PLEASE give us a light mode. My eyes hurt because of the dark theme. I can't spend more than a minute on the app in my iPad because ARGH MY EYES,"@524273 Hey, we can see how that’d be handy! Thanks for taking the time to reach out – your feedback's been noted 📝 /RA",0.6669,partially_relevant,Topical overlap (sim=0.667). Addresses related domain or workflow with slight variation.
116015,We need a light mode theme option for desktop app,2,case_14577,@115888 When will you make a light theme for the iOS app??,"@397726 Hi! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see 🙂 /AU",0.6127,partially_relevant,Topical overlap (sim=0.613). Addresses related domain or workflow with slight variation.
116015,We need a light mode theme option for desktop app,3,case_35828,"@115888 are you guys going to come up with a light theme? Love the dark vibe, but it would be nice to have another option!","@742522 Hey Jess! This a good idea. Make sure to show your support at https://t.co/X4Ai1voBfc. In the meantime, let us know if you need anything else /CX",0.5527,partially_relevant,Topical overlap (sim=0.553). Addresses related domain or workflow with slight variation.
116025,Album artwork and artist bio are completely wrong for this indie band,1,case_08873,@SpotifyCares there is ambiguous band name which unexpected link between album https://t.co/f6cAxqpWSx and the artist @14047,"@290077 Hi there! Just to check, are you reporting that the album is not for that artist? We'll see what we can suggest /MU",0.639,partially_relevant,Topical overlap (sim=0.639). Addresses related domain or workflow with slight variation.
116025,Album artwork and artist bio are completely wrong for this indie band,2,case_04287,@115888 Something is egregiously wrong with the album art displaying. https://t.co/A5leLyBovE,@196756 Hi! Help's here. Can you send us the Song Link? Just tap the three dots &gt; Share &gt; Copy Link. What country is your account set to? /MG,0.6085,partially_relevant,Topical overlap (sim=0.609). Addresses related domain or workflow with slight variation.
116025,Album artwork and artist bio are completely wrong for this indie band,3,case_34820,@SpotifyCares My album is attributed to an artist who isn't me. What can I do to ensure this is fixed ASAP?,@728655 Hi! Sorry to hear it. We'd suggest reaching out to your distributor. They'll work with our team to make sure your page gets fixed up /NQ,0.5876,partially_relevant,Topical overlap (sim=0.588). Addresses related domain or workflow with slight variation.
116030,Lyrics display is completely out of sync with the music,1,case_32376,@SpotifyCares Good day Spotify Cares! Why is it that my behind the lyrics isn't working? Im on a premium family account. Hope you can help me regarding this concern. Thanks! https://t.co/uEjgtpK6rh,@685393 Hey! We've just replied to your DM. Check your inbox /RH,0.686,partially_relevant,Topical overlap (sim=0.686). Addresses related domain or workflow with slight variation.
116030,Lyrics display is completely out of sync with the music,2,case_16139,"@115888 why has this not been fixed yet? New phone, new iOS. Still unable to turn off behind the lyrics. https://t.co/LC3yOE84gN","@423123 Hey! Can you try toggling Behind the Lyrics on and off? Afterwards, try logging out then back in to the app. Does that help? /JS",0.6821,partially_relevant,Topical overlap (sim=0.682). Addresses related domain or workflow with slight variation.
116030,Lyrics display is completely out of sync with the music,3,case_25190,@SpotifyCares It was just a feature you had a while ago. I'm using an android device but would love to find a way to see lyrics while I'm listening,"@266692 We hear you! Currently, our lyrics feature is unavailable as we're making some big improvements for it. We'll share more updates soon /TY",0.6509,partially_relevant,Topical overlap (sim=0.651). Addresses related domain or workflow with slight variation.
116040,Getting loud audio ads even though I am an active Premium subscriber,1,case_02538,"@115888 @116130 ads are playing back considerably louder than music even with normalise enabled - it's an unpleasant shock every time and fills me with resentment for the brand, not the desire to upgrade to premium. It's also damaging to hearing. Please fix.","@157773 Hey George! Thanks for your feedback - we'll pass it on. For now, check out https://t.co/zgnxs5kPEu if you haven't had a subscription before /RA",0.7585,relevant,Direct semantic match (sim=0.758). Spotify response offers relevant resolution steps.
116040,Getting loud audio ads even though I am an active Premium subscriber,2,case_39997,"@SpotifyCares Most of the ads are too loud, significantly louder than music is. It's on all platforms and devices. Need to implement some kind of avg loudness req",@632935 Thanks for taking the time to reach out – we've passed this on to our Ads team. Let us know if there's anything else we can help you with /NQ,0.7463,relevant,Direct semantic match (sim=0.746). Spotify response offers relevant resolution steps.
116040,Getting loud audio ads even though I am an active Premium subscriber,3,case_25119,"@SpotifyCares Hey, the sound from the ads keeps playing over my music. Any way I can stop this?",@577752 Hey there! Can you let us know which device and operating system you're using? We'll see what we can suggest /NQ,0.7321,relevant,Direct semantic match (sim=0.732). Spotify response offers relevant resolution steps.
116050,Thanks for the help yesterday @SpotifyCares you guys rock!,1,case_02126,@115888 were amazing help! thank you,"@141621 You're welcome! We've just made the changes as promised, so check our DM thread for the details. If you have other questions, just give us a shout 💚 /RR",0.6447,partially_relevant,Topical overlap (sim=0.645). Addresses related domain or workflow with slight variation.
116050,Thanks for the help yesterday @SpotifyCares you guys rock!,2,case_20829,@SpotifyCares thank you so much for your help!,@529318 You're welcome! Give us a shout if you need anything else. We're... https://t.co/fgy8YvXib9 /SJ,0.6203,partially_relevant,Topical overlap (sim=0.620). Addresses related domain or workflow with slight variation.
116050,Thanks for the help yesterday @SpotifyCares you guys rock!,3,case_11373,@SpotifyCares Thanks for your help!,@335272 Great! Glad to hear it's working. Just let us know if we can help with anything else. https://t.co/m4HWSbgHVZ /JQ,0.5994,partially_relevant,Topical overlap (sim=0.599). Addresses related domain or workflow with slight variation.
116055,Why do you guys take so long to respond??,1,case_11532,@SpotifyCares how long do you take to respond to messages?!,"@337632 Hey, sorry for the delay. We've just sent a DM your way. Let's carry on chatting there /NY",0.6273,partially_relevant,Topical overlap (sim=0.627). Addresses related domain or workflow with slight variation.
116055,Why do you guys take so long to respond??,2,case_01851,@SpotifyCares Even you guys are better at responding to people than @ATVIAssist,@143960 Thanks for the screenshot. Can you DM us your account's email address or username? We'll take a look under the hood /AN https://t.co/ldFdZRiNAt,0.6125,partially_relevant,Topical overlap (sim=0.613). Addresses related domain or workflow with slight variation.
116055,Why do you guys take so long to respond??,3,case_38833,@SpotifyCares I️ direct messaged you guys my issue. How long will I️t typically take you guys to respond? Thank you,"@578011 Hey, apologies for the delay! We've just sent you a bit more info over DM. We'll carry on helping out there /NQ",0.6054,partially_relevant,Topical overlap (sim=0.605). Addresses related domain or workflow with slight variation.
116060,Spotify Web Player says 'Enable player in your browser',1,case_24945,"@SpotifyCares spotify web player never works on any browser! i cleared cache, added spotify to plugins, etc. Help?","@576030 Hey Christina, help's arrived! Could you DM us your username and email address? We'll take a look backstage 🔍 /JQ https://t.co/ldFdZRiNAt",0.8372,relevant,Direct semantic match (sim=0.837). Spotify response offers relevant resolution steps.
116060,Spotify Web Player says 'Enable player in your browser',2,case_24829,@SpotifyCares help spotify web player isnt working for me,@575211 Hey Amy! What's happening exactly? Can you tell us what device and operating system are you using? We'll lend a hand /SY,0.828,relevant,Direct semantic match (sim=0.828). Spotify response offers relevant resolution steps.
116060,Spotify Web Player says 'Enable player in your browser',3,case_20068,"@117153 The Spotify web player is not working in Google Chrome. Sends me to a ""Bad Request"" page.",@514321 Hi Charlie! We're here to lend a hand. Does clearing your browser's cache/cookies help? /CP,0.7826,relevant,Direct semantic match (sim=0.783). Spotify response offers relevant resolution steps.
116065,Chromecast disconnects after playing one song,1,case_34059,@spotifycares Music continuously cuts in and out when casting to a Chromecast Audio. Other services work fine with the device. Can you help?,"@716182 Hey there! What device, operating system, and Spotify version are you casting from? Are you connected to your home or a public WiFi network? We'll check this out /CE",0.7827,relevant,Direct semantic match (sim=0.783). Spotify response offers relevant resolution steps.
116065,Chromecast disconnects after playing one song,2,case_21452,Am I the one with HUGE problems with @115888 (songs that don't play or suddenly stop playing) when using a Chromecast? @SpotifyCares,"@537725 Hey Sofía, help's here! Can you tell us what device, operating system, and Spotify version you're using? We'll see what we can suggest /CH",0.7635,relevant,Direct semantic match (sim=0.763). Spotify response offers relevant resolution steps.
116065,Chromecast disconnects after playing one song,3,case_10213,https://t.co/4SVAugt158 @SpotifyCares audio dropouts on Chromecast ongoing for weeks. Online support no help. #plshelp,"@318199 Hey, we'd like to help. Just to clarify, have you checked the steps at https://t.co/G3sLRIv35f? /RK",0.725,relevant,Direct semantic match (sim=0.725). Spotify response offers relevant resolution steps.
116070,CarPlay doesn't show my playlists on dashboard,1,case_17336,@115888 @SpotifyCares why no ability to like or add songs from discover weekly playlist while on CarPlay?,"@451867 Hey John! This isn't possible right now, but you can show your support for the idea in our Community: https://t.co/eiyvg4xsWW /FR",0.713,relevant,Direct semantic match (sim=0.713). Spotify response offers relevant resolution steps.
